coID,sales,inventory,cum_inventory,Cum_Stratum,E_Stratum_3,Cum_fy_Stratum
4554,19646.49532,3.029166533,3.029166533,1,1,1
6839,17459.08922,71.11070834,74.13987487,1,1,1
8513,2618.835413,163.5928584,237.7327333,1,1,1
9270,17442.50146,321.8923222,559.6250555,1,1,1
8415,10642.44186,343.0677022,902.6927577,1,1,1
8399,2237.53403,389.5180858,1292.210843,1,1,1
4708,56220.28327,435.1184739,1727.329317,1,1,1
9250,52589.67982,546.2736754,2273.602993,1,1,1
9082,32365.32226,656.1716737,2929.774666,1,1,1
8613,4747.855531,731.8197058,3661.594372,1,1,1
8468,7817.985626,762.3891333,4423.983506,1,1,1
8366,8924.580362,880.2255015,5304.209007,1,1,1
5212,35443.23896,926.5559709,6230.764978,1,1,1
6494,8865.517145,947.9312834,7178.696261,1,1,1
9216,3898.735788,964.8160911,8143.512352,1,1,1
9325,17487.24179,1001.609884,9145.122236,1,1,1
2621,41786.76756,1002.034931,10147.15717,1,1,1
8572,2918.97325,1006.425284,11153.58245,1,1,1
9208,16035.6626,1264.718139,12418.30059,1,1,1
9230,42204.73358,1302.973229,13721.27382,1,1,1
6743,4209.404681,1392.889616,15114.16344,1,1,1
8636,3227.647286,1458.628683,16572.79212,1,1,1
8592,12584.83133,1487.645417,18060.43754,1,1,1
8556,4328.163071,1493.534224,19553.97176,1,1,1
1946,565280.8211,1494.698322,21048.67008,1,1,1
8404,3172.060139,1663.538767,22712.20885,1,1,1
9093,46259.05779,1712.60797,24424.81682,1,1,1
4616,53758.62811,1799.86665,26224.68347,1,1,1
8626,6105.466894,1986.83055,28211.51402,1,1,1
9339,33575.8259,2320.827652,30532.34167,1,1,1
3041,87653.53119,2331.463226,32863.8049,1,1,1
6531,164.4604124,2429.508343,35293.31324,1,1,1
5067,40027.74138,2503.952037,37797.26528,1,1,1
9343,42626.87828,2574.767893,40372.03317,1,1,1
9366,25196.45571,2607.62218,42979.65535,1,1,1
9203,39261.45637,2706.586416,45686.24177,1,1,1
6522,15787.16638,2742.419576,48428.66134,1,1,1
6492,10557.4875,2747.00664,51175.66798,1,1,1
9087,27404.39224,2763.887672,53939.55565,1,1,1
5225,26601.03813,2882.963363,56822.51902,1,1,1
8409,2327.708622,2887.516777,59710.03579,1,1,1
8282,3141.07336,2892.734593,62602.77039,1,1,1
3239,45765.18622,2892.972179,65495.74257,1,1,1
5222,27738.95727,2925.838143,68421.58071,1,1,1
8497,210.4967954,2990.580635,71412.16134,1,1,1
8512,9548.547705,3004.679313,74416.84066,1,1,1
8483,1787.492931,3032.216464,77449.05712,1,1,1
3241,38273.58442,3236.215528,80685.27265,1,1,1
6837,3728.647394,3256.031807,83941.30446,1,1,1
8502,8669.070966,3296.467847,87237.7723,1,1,1
9355,18553.83161,3389.035701,90626.808,1,1,1
6742,5296.526503,3393.725504,94020.53351,1,1,1
7373,102953.1435,3502.049595,97522.5831,1,1,1
6569,7212.450284,3636.271751,101158.8549,1,1,1
6591,10442.96988,3647.468725,104806.3236,1,1,1
6657,15848.79879,3703.152002,108509.4756,1,1,1
2603,87992.41888,3723.521207,112232.9968,1,1,1
3063,59917.42399,3723.793194,115956.79,1,1,1
6703,14756.62727,3740.133972,119696.924,1,1,1
6618,9381.070149,3802.150468,123499.0744,1,1,1
6576,25294.09073,3846.492835,127345.5673,1,1,1
8417,12777.78815,3859.252668,131204.8199,1,1,1
8376,7147.494019,3879.625958,135084.4459,1,1,1
6524,2296.505404,3902.455661,138986.9015,1,1,1
2640,49211.77907,3972.417965,142959.3195,1,1,1
3023,49922.14188,4027.610541,146986.93,1,1,1
8396,1016.209706,4093.62298,151080.553,1,1,1
8405,6717.374037,4132.119149,155212.6722,1,1,1
1335,47580.97557,4154.516019,159367.1882,1,1,1
8444,8731.74262,4158.103986,163525.2922,1,1,1
6690,3478.839797,4233.095386,167758.3876,1,1,1
8354,7761.960249,4324.236071,172082.6236,1,1,1
6609,11245.02504,4334.96735,176417.591,1,1,1
1138,62324.37569,4343.704214,180761.2952,1,1,1
8646,7282.914196,4383.76384,185145.059,1,1,1
6824,3697.85611,4505.596448,189650.6555,1,1,1
6748,21776.51703,4523.300401,194173.9559,1,1,1
6501,15438.80511,4559.136922,198733.0928,1,1,1
8419,17323.64729,4564.697067,203297.7899,1,1,1
7284,100727.7672,4575.849952,207873.6398,1,1,1
8539,6266.181263,4579.336237,212452.9761,1,1,1
9160,5678.117054,4648.611031,217101.5871,1,1,1
6660,8483.489521,4656.438145,221758.0252,1,1,1
6705,1241.130076,4663.520816,226421.5461,1,1,1
8342,9957.492973,4762.802356,231184.3484,1,1,1
4584,29050.36888,4801.623213,235985.9716,1,1,1
8450,5121.692608,4829.514568,240815.4862,1,1,1
8338,6598.84778,4835.208163,245650.6944,1,1,1
6722,1941.345162,5013.61318,250664.3075,1,1,1
8534,6761.131347,5016.885672,255681.1932,1,1,1
8550,4631.807128,5082.32556,260763.5188,1,1,1
8565,2813.143645,5126.794617,265890.3134,1,1,1
6726,11741.94401,5139.77345,271030.0868,1,1,1
6619,4458.959631,5178.974391,276209.0612,1,1,1
9260,39721.09555,5219.945189,281429.0064,1,1,1
8630,2624.056681,5230.714935,286659.7214,1,1,1
6551,9686.956485,5235.449959,291895.1713,1,1,1
5149,36906.94414,5246.188357,297141.3597,1,1,1
6791,14511.10119,5272.385814,302413.7455,1,1,1
8471,10141.67062,5315.715853,307729.4613,1,1,1
6771,17888.49052,5316.276209,313045.7375,1,1,1
8612,8155.794476,5323.470302,318369.2079,1,1,1
8645,9475.135806,5378.319875,323747.5277,1,1,1
6649,8249.414768,5426.2782,329173.8059,1,1,1
6671,10045.68946,5437.072158,334610.8781,1,1,1
8325,13429.93012,5541.343977,340152.2221,1,1,1
4588,37796.94228,5554.530867,345706.7529,1,1,1
9257,30554.82308,5557.462828,351264.2158,1,1,1
8320,7934.168832,5566.588966,356830.8047,1,1,1
6687,18621.43213,5586.375503,362417.1802,1,1,1
9189,70613.71941,5611.979277,368029.1595,1,1,1
6466,5127.159393,5658.6445,373687.804,1,1,1
8380,2686.831571,5687.451768,379375.2558,1,1,1
8507,2090.668961,5734.578268,385109.834,1,1,1
8347,12711.20179,5735.63226,390845.4663,1,1,1
8608,10702.42346,5741.83288,396587.2992,1,1,1
7477,96875.06832,5767.256019,402354.5552,1,1,1
8446,13686.55776,5771.061606,408125.6168,1,1,1
8559,9463.740935,5794.000979,413919.6178,1,1,1
8403,13884.20345,5840.349208,419759.967,1,1,1
7436,95871.54975,5845.48105,425605.448,1,1,1
8301,15464.01921,5874.601226,431480.0493,1,1,1
8402,11615.6736,5884.793921,437364.8432,1,1,1
9397,24731.22509,5886.135015,443250.9782,1,1,1
6632,10972.67908,5901.29931,449152.2775,1,1,1
9241,9272.174576,5906.841095,455059.1186,1,1,1
9068,93486.67842,5907.162606,460966.2812,1,1,1
4552,68241.05239,5936.581188,466902.8624,1,1,1
8560,12483.07826,5942.633176,472845.4956,1,1,1
8606,7623.988202,5968.551867,478814.0474,1,1,1
4414,90271.47948,5987.634491,484801.6819,1,1,1
8533,11802.54709,5990.210942,490791.8929,1,1,1
6614,19704.15027,6049.450524,496841.3434,1,1,1
8522,5469.492483,6055.73068,502897.0741,1,1,1
9213,18575.15597,6221.629693,509118.7038,1,1,1
6594,6752.612435,6233.086101,515351.7899,1,1,1
6641,16623.08228,6279.364005,521631.1539,1,1,1
6537,17872.88442,6285.098775,527916.2527,1,1,1
6534,13730.1178,6295.913215,534212.1659,1,1,1
9363,25293.07088,6432.782919,540644.9488,1,1,1
5012,48155.31496,6445.073042,547090.0218,1,1,1
8573,7762.533124,6465.18276,553555.2046,1,1,1
9271,34719.85655,6504.826003,560060.0306,1,1,1
6835,10329.63152,6530.93915,566590.9697,1,1,1
2636,64615.03309,6551.511756,573142.4815,1,1,1
6475,2362.348328,6639.25636,579781.7379,1,1,1
4344,79830.04273,6642.627969,586424.3658,1,1,1
9039,52829.87156,6645.583782,593069.9496,1,1,1
8491,12673.51175,6699.124972,599769.0746,1,1,1
8368,14784.18871,6721.504504,606490.5791,1,1,1
7392,111907.5201,6731.297317,613221.8764,1,1,1
6578,124.4302005,6756.016916,619977.8933,1,1,1
7194,102355.5024,6770.641716,626748.535,1,1,1
3240,11811.20048,6776.341954,633524.877,1,1,1
6535,15020.13729,6788.922826,640313.7998,1,1,1
2201,21102.02624,6805.146754,647118.9466,1,1,1
5165,41197.7733,6813.533981,653932.4806,1,1,1
6555,16114.45768,6820.719928,660753.2005,1,1,1
9328,62065.20749,6821.69784,667574.8983,1,1,1
6588,11327.85054,6850.224298,674425.1226,1,1,1
9266,61832.99101,6932.280324,681357.4029,1,1,1
6523,20080.04178,6934.556635,688291.9596,1,1,1
6768,12721.01623,6977.206714,695269.1663,1,1,1
6731,15243.36132,6989.835205,702259.0015,1,1,1
6798,26322.80868,7003.90825,709262.9097,1,1,1
6747,14537.10853,7004.88796,716267.7977,1,1,1
7495,106654.5812,7077.006223,723344.8039,1,1,1
6786,8854.025405,7085.840274,730430.6442,1,1,1
8429,9879.461094,7107.558613,737538.2028,1,1,1
6565,16732.05308,7111.473633,744649.6764,1,1,1
8312,20541.46901,7125.521706,751775.1982,1,1,1
8652,15174.66678,7149.05459,758924.2527,1,1,1
6645,18592.87212,7153.853518,766078.1063,1,1,1
6621,28666.45289,7167.619027,773245.7253,1,1,1
7408,99958.29529,7172.973779,780418.6991,1,1,1
8407,19083.58926,7196.994158,787615.6932,1,1,1
7469,102998.6991,7272.88109,794888.5743,1,1,1
9151,6911.085184,7323.145182,802211.7195,1,1,1
7426,89480.96221,7325.0478,809536.7673,1,1,1
5543,67152.52532,7326.574707,816863.342,1,1,1
6467,16881.81432,7326.811296,824190.1533,1,1,1
6482,22508.5901,7334.232464,831524.3858,1,1,1
6479,8716.986129,7345.7192,838870.105,1,1,1
8567,5478.861488,7358.044463,846228.1494,1,1,1
8581,15059.78192,7385.181711,853613.3311,1,1,1
9174,20645.21494,7457.751415,861071.0826,1,1,1
2672,58246.09558,7465.474043,868536.5566,1,1,1
6549,13528.49464,7491.378599,876027.9352,1,1,1
6463,11839.99412,7495.795427,883523.7306,1,1,1
8298,12850.19621,7509.496017,891033.2266,1,1,1
2605,51997.74138,7556.724841,898589.9515,1,1,1
8455,11425.06889,7556.793667,906146.7451,1,1,1
6536,13155.55088,7588.609585,913735.3547,1,1,1
6509,17196.97001,7627.864452,921363.2192,1,1,1
7205,87833.64473,7630.938325,928994.1575,1,1,1
6587,20250.19526,7649.571711,936643.7292,1,1,1
8305,9966.589305,7696.883937,944340.6132,1,1,1
6772,12235.62788,7714.860075,952055.4732,1,1,1
6647,17772.2095,7720.307878,959775.7811,1,1,1
6715,9886.814673,7846.763704,967622.5448,1,1,1
7242,82995.20981,7858.465578,975481.0104,1,1,1
6736,5119.267047,7873.991767,983355.0022,1,1,1
7289,99493.68347,7877.749057,991232.7512,1,1,1
7326,100895.7021,7906.348684,999139.0999,1,1,1
3044,42724.01605,7959.887834,1007098.988,1,1,1
9385,36809.54841,7975.494137,1015074.482,1,1,1
5180,40615.41998,7993.899517,1023068.381,1,1,1
8475,5759.563471,7997.393203,1031065.775,1,1,1
8589,7481.515586,8009.144285,1039074.919,1,1,1
6767,13520.11052,8040.9782,1047115.897,1,1,1
6539,33232.09178,8068.528906,1055184.426,1,1,1
6543,24141.08707,8099.10761,1063283.534,1,1,1
6785,33940.30419,8202.514351,1071486.048,1,1,1
9329,45911.20026,8218.13152,1079704.179,1,1,1
8286,17184.57373,8225.672378,1087929.852,1,1,1
6520,13013.9286,8246.854915,1096176.707,1,1,1
7400,95891.80475,8254.497378,1104431.204,1,1,1
7251,67594.30735,8266.26658,1112697.471,1,1,1
6697,10359.57613,8295.874275,1120993.345,1,1,1
6732,16735.71097,8300.427394,1129293.772,1,1,1
9238,46948.15847,8319.055029,1137612.827,1,1,1
4389,102865.8042,8328.75994,1145941.587,1,1,1
9338,14151.26679,8337.9968,1154279.584,1,1,1
4984,27539.00562,8356.607272,1162636.191,1,1,1
8510,15029.35668,8380.481661,1171016.673,1,1,1
8489,8307.732309,8390.242258,1179406.915,1,1,1
8633,16835.00777,8394.112666,1187801.028,1,1,1
6526,18479.18056,8399.027223,1196200.055,1,1,1
6640,7051.767917,8418.311514,1204618.367,1,1,1
6502,18120.80989,8454.516887,1213072.884,1,1,1
6721,13933.30501,8457.347649,1221530.231,1,1,1
6507,4514.032568,8458.260405,1229988.492,1,1,1
7465,87676.09532,8466.686832,1238455.179,1,1,1
4635,65394.07522,8474.334034,1246929.513,1,1,1
8391,10989.04129,8477.639667,1255407.152,1,1,1
6826,17538.51924,8493.493658,1263900.646,1,1,1
6814,25953.07425,8505.159874,1272405.806,1,1,1
5311,31709.88471,8509.841861,1280915.648,1,1,1
8470,9425.115664,8518.258114,1289433.906,1,1,1
6601,30451.90705,8519.919656,1297953.825,1,1,1
6693,26163.12751,8529.33163,1306483.157,1,1,1
6691,6446.235668,8543.510494,1315026.668,1,1,1
6806,22039.97811,8549.900742,1323576.568,1,1,1
6665,10826.9587,8602.1001,1332178.668,1,1,1
8564,17089.22975,8627.730223,1340806.399,1,1,1
4860,18410.08791,8657.192879,1349463.591,1,1,1
9293,67123.30424,8707.53032,1358171.122,1,1,1
8641,18226.24216,8714.0569,1366885.179,1,1,1
6603,23535.58352,8731.609009,1375616.788,1,1,1
7430,78250.90575,8746.238948,1384363.027,1,1,1
7253,85871.02367,8791.481881,1393154.509,1,1,1
5380,31129.81693,8799.870471,1401954.379,1,1,1
6812,27386.45478,8833.626725,1410788.006,1,1,1
8378,16794.91204,8845.417925,1419633.424,1,1,1
4745,82603.87292,8864.407528,1428497.831,1,1,1
8348,11525.83101,8870.142524,1437367.974,1,1,1
1973,563620.1076,8870.209835,1446238.184,1,1,1
9225,57705.36056,8909.628845,1455147.812,1,1,1
6719,24956.59471,8936.019326,1464083.832,1,1,1
8495,13046.90979,8936.641096,1473020.473,1,1,1
5356,71559.35737,8987.529793,1482008.003,1,1,1
4639,29078.02503,8997.617587,1491005.62,1,1,1
8360,21185.99963,9013.557842,1500019.178,1,1,1
6720,20724.44564,9035.920811,1509055.099,1,1,1
6490,27278.79329,9051.633888,1518106.733,1,1,1
6651,26454.24293,9066.304224,1527173.037,1,1,1
8290,16465.44012,9073.393538,1536246.43,1,1,1
8622,9168.058992,9075.703385,1545322.134,1,1,1
1349,71926.37025,9083.353878,1554405.488,1,1,1
6586,16258.24993,9125.828104,1563531.316,1,1,1
8501,15594.93262,9129.091768,1572660.408,1,1,1
7366,88989.17909,9162.893737,1581823.301,1,1,1
6488,29527.46549,9172.643687,1590995.945,1,1,1
7278,94113.38545,9188.281511,1600184.227,1,1,1
6511,23628.37956,9205.694852,1609389.921,1,1,1
8288,22579.71671,9267.828921,1618657.75,1,1,1
8546,19344.71246,9294.051097,1627951.801,1,1,1
8598,9480.086077,9335.093152,1637286.895,1,1,1
8654,15619.6448,9386.959686,1646673.854,1,1,1
6694,7548.263109,9401.526286,1656075.381,1,1,1
5730,43459.66044,9419.399883,1665494.78,1,1,1
9148,29401.51803,9423.771938,1674918.552,1,1,1
7486,89126.95004,9473.254597,1684391.807,1,1,1
8638,9067.286875,9482.900043,1693874.707,1,1,1
8373,20611.15659,9496.295606,1703371.003,1,1,1
8289,5874.375618,9542.190402,1712913.193,1,1,1
6602,21894.7492,9574.591875,1722487.785,1,1,1
4598,19861.35733,9578.983532,1732066.768,1,1,1
6825,15722.92781,9579.051445,1741645.82,1,1,1
3208,51803.66345,9587.587165,1751233.407,1,1,1
6680,15962.40717,9597.779783,1760831.187,1,1,1
5512,30950.30182,9604.321241,1770435.508,1,1,1
2594,81509.97114,9667.263789,1780102.772,1,1,1
6517,20133.61685,9691.747811,1789794.52,1,1,1
6574,34842.96513,9714.33166,1799508.851,1,1,1
8333,8281.632625,9731.344588,1809240.196,1,1,1
8480,16887.70774,9757.537053,1818997.733,1,1,1
9032,58769.48748,9757.695135,1828755.428,1,1,1
7226,97966.23791,9760.071968,1838515.5,1,1,1
6787,21197.96801,9764.561148,1848280.061,1,1,1
8440,6626.275386,9772.294368,1858052.356,1,1,1
3027,91263.72437,9789.338728,1867841.694,1,1,1
7215,84530.64256,9789.357424,1877631.052,1,1,1
8624,17076.22611,9799.88759,1887430.939,1,1,1
6624,15955.26628,9812.617038,1897243.556,1,1,1
6558,15443.33788,9832.334324,1907075.891,1,1,1
6633,5975.603549,9834.673266,1916910.564,1,1,1
9075,67052.77177,9840.53588,1926751.1,1,1,1
6734,15706.54035,9861.52667,1936612.626,1,1,1
8306,6740.717878,9894.821549,1946507.448,1,1,1
9175,66282.35901,9895.969579,1956403.418,1,1,1
7445,100966.9675,9897.242155,1966300.66,1,1,1
6476,35926.81065,9897.249369,1976197.909,1,1,1
5247,33614.22759,9933.579878,1986131.489,1,1,1
6749,8391.7499,9952.359212,1996083.848,1,1,1
8478,7705.867384,9955.352455,2006039.201,1,1,1
7303,100366.8916,9960.306012,2015999.507,1,1,1
4744,1799.905218,9996.673601,2025996.18,1,1,1
6625,18848.79915,10001.67407,2035997.854,1,1,1
4360,86064.41668,10021.54149,2046019.396,1,1,1
6744,14824.591,10056.85331,2056076.249,1,1,1
6486,11187.12533,10069.64446,2066145.894,1,1,1
8375,13004.737,10080.78483,2076226.678,1,1,1
5098,34045.91953,10123.53768,2086350.216,1,1,1
3206,74568.51333,10128.8304,2096479.047,1,1,1
8394,13885.77577,10130.87536,2106609.922,1,1,1
8561,9555.260506,10169.62177,2116779.544,1,1,1
6672,23650.3015,10197.64089,2126977.185,1,1,1
3210,40607.42474,10251.06843,2137228.253,1,1,1
1311,67004.57949,10305.36766,2147533.621,1,1,1
6612,28747.41673,10309.52012,2157843.141,1,1,1
8307,13105.21876,10325.101,2168168.242,1,1,1
6793,19857.88366,10326.3507,2178494.592,1,1,1
7345,93782.13129,10341.86679,2188836.459,1,1,1
7241,82229.76882,10357.87352,2199194.333,1,1,1
6757,17531.8258,10372.30195,2209566.635,1,1,1
6512,34143.11866,10397.14634,2219963.781,1,1,1
6630,25058.42849,10404.28851,2230368.07,1,1,1
4634,2550.69101,10443.3018,2240811.371,1,1,1
8639,20069.28809,10471.40767,2251282.779,1,1,1
6684,32359.12067,10472.20394,2261754.983,1,1,1
7446,87393.49203,10489.12462,2272244.108,1,1,1
7501,97451.89671,10496.4829,2282740.591,1,1,1
9155,47312.11368,10527.47298,2293268.063,1,1,1
8492,11320.81597,10530.5999,2303798.663,1,1,1
7321,92250.44045,10536.94414,2314335.608,1,1,1
8349,8283.765338,10542.72257,2324878.33,1,1,1
6706,23663.4509,10554.52476,2335432.855,1,1,1
9354,52428.94276,10563.3955,2345996.25,1,1,1
6728,19524.63319,10580.3596,2356576.61,1,1,1
6710,24532.34529,10580.55571,2367157.166,1,1,1
8509,14713.04076,10609.99785,2377767.164,1,1,1
7471,74152.15931,10623.45592,2388390.619,1,1,1
8569,5402.674158,10624.62116,2399015.241,1,1,1
8477,14254.53301,10633.79484,2409649.035,1,1,1
5676,2453.799359,10641.72259,2420290.758,1,1,1
6559,7071.558514,10646.67104,2430937.429,1,1,1
7314,71316.05603,10658.25716,2441595.686,1,1,1
6655,31970.55769,10728.82689,2452324.513,1,1,1
6577,23933.18765,10755.28978,2463079.803,1,1,1
6792,28899.76797,10779.80381,2473859.607,1,1,1
6606,15787.35304,10780.36242,2484639.969,1,1,1
6499,21022.01048,10798.21135,2495438.18,1,1,1
7338,74378.91943,10810.8437,2506249.024,1,1,1
6737,24286.43789,10813.71864,2517062.743,1,1,1
8536,12613.10052,10831.97295,2527894.716,1,1,1
9097,8246.882755,10836.75222,2538731.468,1,1,1
8434,14991.99992,10856.58594,2549588.054,1,1,1
9310,22662.70125,10861.24101,2560449.295,1,1,1
9202,26389.1959,10876.6998,2571325.995,1,1,1
6746,8033.142221,10898.18989,2582224.185,1,1,1
3270,68271.70228,10904.80873,2593128.993,1,1,1
4487,93085.58439,10940.18271,2604069.176,1,1,1
8552,16848.93616,10948.81854,2615017.995,1,1,1
6724,6792.708828,10978.71352,2625996.708,1,1,1
8547,15829.41455,10981.00435,2636977.712,1,1,1
2053,14526.54586,10981.21784,2647958.93,1,1,1
7453,80909.53432,11001.26865,2658960.199,1,1,1
8557,19255.50279,11034.8328,2669995.032,1,1,1
8637,12582.14777,11054.65494,2681049.687,1,1,1
6790,21133.56906,11063.36426,2692113.051,1,1,1
7296,63901.16355,11094.30628,2703207.357,1,1,1
8551,24628.26739,11101.89327,2714309.251,1,1,1
6678,10257.60332,11102.29545,2725411.546,1,1,1
9258,40374.24207,11103.10071,2736514.647,1,1,1
6702,14645.07312,11159.38859,2747674.035,1,1,1
6644,16304.10532,11162.56269,2758836.598,1,1,1
7204,92623.5064,11169.10529,2770005.703,1,1,1
7258,86009.99708,11174.63922,2781180.342,1,1,1
6759,18715.25827,11179.02742,2792359.37,1,1,1
6760,12596.74933,11189.99794,2803549.368,1,1,1
7267,81824.02888,11225.39512,2814774.763,1,1,1
9289,101835.9102,11250.13907,2826024.902,1,1,1
6530,13404.44336,11255.35451,2837280.257,1,1,1
6668,18737.1344,11342.35365,2848622.61,1,1,1
4988,9384.066224,11355.80516,2859978.415,1,1,1
7461,107966.3233,11370.76008,2871349.175,1,1,1
7460,85446.67444,11374.09155,2882723.267,1,1,1
8562,7954.048696,11394.51149,2894117.778,1,1,1
6818,9226.905172,11404.35887,2905522.137,1,1,1
6493,28824.02621,11409.03592,2916931.173,1,1,1
6484,35572.80942,11415.15888,2928346.332,1,1,1
6503,13504.64161,11452.40196,2939798.734,1,1,1
6540,27537.71632,11456.21723,2951254.951,1,1,1
7243,85922.18348,11471.43643,2962726.388,1,1,1
3078,69343.69987,11504.57878,2974230.967,1,1,1
8291,10093.79303,11522.95173,2985753.918,1,1,1
7224,80274.76254,11559.45401,2997313.372,1,1,1
3269,34338.85751,11571.70094,3008885.073,1,1,1
8458,12947.06669,11589.36965,3020474.443,1,1,1
8496,22275.75939,11598.14514,3032072.588,1,1,1
7401,82316.91865,11603.36514,3043675.953,1,1,1
7359,68411.73746,11610.70277,3055286.656,1,1,1
6815,27247.61058,11614.27933,3066900.935,1,1,1
8357,14480.27442,11628.07436,3078529.01,1,1,1
6729,7951.134279,11645.27173,3090174.281,1,1,1
6745,16846.88039,11651.8784,3101826.16,1,1,1
6821,23598.52095,11696.62211,3113522.782,1,1,1
8571,6507.234982,11700.24342,3125223.025,1,1,1
9073,89605.20416,11701.21509,3136924.24,1,1,1
6714,27309.47473,11707.18713,3148631.427,1,1,1
7280,81103.76899,11763.18632,3160394.614,1,1,1
7385,75991.73629,11787.10291,3172181.717,1,1,1
8530,12785.39625,11788.29018,3183970.007,1,1,1
7384,86305.06477,11791.45656,3195761.463,1,1,1
6579,33980.46657,11793.03638,3207554.5,1,1,1
6546,17180.45988,11809.27895,3219363.779,1,1,1
8541,9684.090342,11854.71624,3231218.495,1,1,1
6615,22050.56147,11864.76404,3243083.259,1,1,1
6634,26364.76548,11869.99171,3254953.251,1,1,1
8537,8092.298426,11874.9194,3266828.17,1,1,1
6750,5866.247245,11887.55523,3278715.725,1,1,1
8335,24268.79945,11890.3875,3290606.113,1,1,1
7363,92697.54379,11892.58813,3302498.701,1,1,1
8521,27795.02665,11913.11724,3314411.818,1,1,1
6664,23519.39166,11930.2375,3326342.056,1,1,1
7352,78921.99521,11936.71064,3338278.766,1,1,1
7462,69580.83808,11946.84587,3350225.612,1,1,1
8332,19594.29769,11948.19473,3362173.807,1,1,1
7273,68189.72424,11951.07435,3374124.881,1,1,1
8374,19609.37814,11951.10405,3386075.985,1,1,1
7519,86965.68312,11970.60003,3398046.585,1,1,1
7350,81299.27328,12026.82427,3410073.41,1,1,1
6608,27920.53997,12029.56624,3422102.976,1,1,1
6496,4457.426664,12039.15679,3434142.133,1,1,1
8486,13951.61288,12045.7476,3446187.88,1,1,1
6592,31730.86978,12064.48374,3458252.364,1,1,1
9069,46768.47391,12066.14322,3470318.507,1,1,1
7435,81153.04907,12079.71544,3482398.223,1,1,1
4665,21026.65953,12098.42362,3494496.646,1,1,1
6816,19319.55829,12124.03558,3506620.682,1,1,1
7269,77361.90682,12138.60759,3518759.29,1,1,1
8607,11717.23884,12164.10971,3530923.399,1,1,1
6830,7048.062328,12166.71495,3543090.114,1,1,1
7523,77758.07412,12167.3726,3555257.487,1,1,1
7379,90763.16766,12168.36293,3567425.85,1,1,1
7341,92726.77777,12180.90177,3579606.751,1,1,1
8649,19284.60155,12190.97364,3591797.725,1,1,1
801,141674.89,12197.7996,3603995.525,1,1,1
6595,22023.96208,12223.62807,3616219.153,1,1,1
5622,20767.33281,12233.92793,3628453.081,1,1,1
7202,68243.34708,12270.94208,3640724.023,1,1,1
9326,44271.69858,12282.76323,3653006.786,1,1,1
9071,110340.4811,12289.34387,3665296.13,1,1,1
7481,75216.96349,12291.3417,3677587.472,1,1,1
8437,18987.66939,12293.24894,3689880.721,1,1,1
5556,86181.97019,12297.18624,3702177.907,1,1,1
9158,99264.70865,12300.88693,3714478.794,1,1,1
6470,7029.565692,12353.85565,3726832.649,1,1,1
6525,13820.15573,12417.92091,3739250.57,1,1,1
7505,82845.65571,12418.80216,3751669.372,1,1,1
8413,13124.88688,12421.11257,3764090.485,1,1,1
7423,90978.03512,12511.68764,3776602.173,1,1,1
5245,35792.14109,12542.4146,3789144.587,1,1,1
9315,65606.64303,12607.06401,3801751.651,1,1,1
6505,18433.86409,12620.85603,3814372.507,1,1,1
6789,15114.63443,12632.58086,3827005.088,1,1,1
7429,77107.00203,12677.8438,3839682.932,1,1,1
6683,30109.77841,12689.18797,3852372.12,1,1,1
8482,15893.37341,12692.19879,3865064.319,1,1,1
6696,31553.64864,12696.01379,3877760.332,1,1,1
7213,79625.89386,12700.25564,3890460.588,1,1,1
6478,12406.38042,12721.41612,3903182.004,1,1,1
7262,63281.19001,12737.66992,3915919.674,1,1,1
7236,85208.47192,12739.46747,3928659.142,1,1,1
8423,21534.87832,12758.93691,3941418.079,1,1,1
6506,18339.36752,12770.98055,3954189.059,1,1,1
6688,33307.77993,12776.05477,3966965.114,1,1,1
8621,26133.5027,12783.51924,3979748.633,1,1,1
6659,31952.07724,12787.63715,3992536.27,1,1,1
7283,85690.80639,12796.06273,4005332.333,1,1,1
6717,33918.98285,12827.56375,4018159.897,1,1,1
7475,89691.94957,12830.02359,4030989.92,1,1,1
6692,16940.82632,12835.91922,4043825.84,1,1,1
8327,25730.95019,12842.30668,4056668.146,1,1,1
5274,81836.8496,12847.02521,4069515.171,1,1,1
8575,13836.45751,12856.48476,4082371.656,1,1,1
7217,68230.53669,12906.36988,4095278.026,1,1,1
8336,22090.57984,12943.90936,4108221.935,1,1,1
8601,17009.5681,12954.60216,4121176.538,1,1,1
6801,9282.417131,12959.2296,4134135.767,1,1,1
6639,29838.29909,12965.33907,4147101.106,1,1,1
7274,79003.85842,12980.61108,4160081.717,1,1,1
6610,24682.83018,12987.1366,4173068.854,1,1,1
7250,57340.72456,12997.88691,4186066.741,1,1,1
9057,7383.161019,13000.28704,4199067.028,1,1,1
6701,25715.38252,13039.03344,4212106.061,1,1,1
8548,7278.603733,13074.21058,4225180.272,1,1,1
6809,23956.08274,13079.74088,4238260.013,1,1,1
6607,19229.90755,13081.06218,4251341.075,1,1,1
7492,69123.66212,13081.21728,4264422.292,1,1,1
9403,89151.85557,13092.73498,4277515.027,1,1,1
7355,71555.61189,13099.95182,4290614.979,1,1,1
6740,21487.97613,13123.98857,4303738.968,1,1,1
9327,7859.180967,13148.21043,4316887.178,1,1,1
8632,23072.16859,13154.40795,4330041.586,1,1,1
7305,78166.68819,13174.50301,4343216.089,1,1,1
